playlist,support,threshold,precision,recall,f1,tp,fp,tn,fn,fold
Riddim - Deep Dub,15,0.14000000059604645,0.4444444444444444,0.26666666666666666,0.33333333333333337,4,5,424,11,3
Riddim - Vocals,30,0.05999999865889549,0.08099688473520249,0.8666666666666667,0.14814814814814814,26,295,119,4,3
Riddim - Chill,44,0.18000000715255737,0.4090909090909091,0.20454545454545456,0.27272727272727276,9,13,387,35,3
Riddim - GWN/BT Style,18,0.10000000149011612,0.625,0.2777777777777778,0.3846153846153846,5,3,423,13,3
Riddim - Wubz,26,0.09000000357627869,0.22448979591836735,0.4230769230769231,0.29333333333333333,11,38,380,15,3
Riddim - Medium,105,0.2800000011920929,0.37681159420289856,0.7428571428571429,0.5000000000000001,78,129,210,27,3
Riddim - Womps,50,0.15000000596046448,0.2911392405063291,0.46,0.3565891472868218,23,56,338,27,3
Riddim - Heavy,21,0.46000000834465027,0.25,0.14285714285714285,0.18181818181818182,3,9,414,18,3
Riddim - 4s,22,0.12999999523162842,0.5,0.13636363636363635,0.21428571428571427,3,3,419,19,3
Riddim - 8s,9,0.5,0.0,0.0,0.0,0,0,435,9,3
Clubstep,13,0.5,0.0,0.0,0.0,0,0,431,13,3
Deadly Dubstep,21,0.36000001430511475,0.42857142857142855,0.2857142857142857,0.34285714285714286,6,8,415,15,3
Dubstep,86,0.1599999964237213,0.29518072289156627,0.5697674418604651,0.3888888888888889,49,117,241,37,3
Funkstep,46,0.05000000074505806,0.1524390243902439,0.5434782608695652,0.23809523809523808,25,139,259,21,3
Headbanger,59,0.5,0.7894736842105263,0.2542372881355932,0.3846153846153846,15,4,381,44,3
Jazzstep,35,0.05000000074505806,0.15508021390374332,0.8285714285714286,0.26126126126126126,29,158,251,6,3
Metalstep,15,0.2800000011920929,0.5,0.13333333333333333,0.2105263157894737,2,2,427,13,3
Wubzstep,112,0.3700000047683716,0.625,0.35714285714285715,0.45454545454545453,40,24,308,72,3
Riddim - High Hat,63,0.21666666741172472,0.32142857142857145,0.42857142857142855,0.3673469387755102,27,57,1213,36,aggregate
Riddim - Deep Dub,50,0.1233333336810271,0.3076923076923077,0.4,0.34782608695652173,20,45,1238,30,aggregate
Riddim - Vocals,90,0.056666666020949684,0.08545918367346939,0.7444444444444445,0.15331807780320364,67,717,526,23,aggregate
Riddim - Chill,143,0.16333333402872086,0.1882716049382716,0.42657342657342656,0.26124197002141325,61,263,927,82,aggregate
Riddim - GWN/BT Style,61,0.12000000228484471,0.6060606060606061,0.32786885245901637,0.42553191489361697,20,13,1259,41,aggregate
Riddim - Wubz,72,0.13000000019868216,0.27631578947368424,0.2916666666666667,0.2837837837837838,21,55,1206,51,aggregate
Riddim - Medium,311,0.21333333353201547,0.39191564147627417,0.7170418006430869,0.5068181818181817,223,346,676,88,aggregate
Riddim - Womps,150,0.14000000059604645,0.296137339055794,0.46,0.360313315926893,69,164,1019,81,aggregate
Riddim - Heavy,77,0.27666667103767395,0.3333333333333333,0.3116883116883117,0.3221476510067114,24,48,1208,53,aggregate
Riddim - 4s,58,0.22999999423821768,0.5833333333333334,0.1206896551724138,0.2,7,5,1270,51,aggregate
Riddim - 8s,20,0.5,0.0,0.0,0.0,0,0,1313,20,aggregate
Clubstep,51,0.20333333313465118,0.09420289855072464,0.2549019607843137,0.13756613756613756,13,125,1157,38,aggregate
Deadly Dubstep,73,0.21000000337759653,0.34579439252336447,0.5068493150684932,0.41111111111111115,37,70,1190,36,aggregate
Dubstep,255,0.1699999968210856,0.2542901716068643,0.6392156862745098,0.3638392857142857,163,478,600,92,aggregate
Funkstep,126,0.15333333238959312,0.21844660194174756,0.35714285714285715,0.2710843373493976,45,161,1046,81,aggregate
Headbanger,170,0.423333336909612,0.4588235294117647,0.22941176470588234,0.30588235294117644,39,46,1117,131,aggregate
Jazzstep,109,0.20999999468525252,0.1796116504854369,0.3394495412844037,0.23492063492063495,37,169,1055,72,aggregate
Metalstep,61,0.23333333432674408,0.8571428571428571,0.19672131147540983,0.32000000000000006,12,2,1270,49,aggregate
Wubzstep,336,0.326666663090388,0.41418764302059496,0.5386904761904762,0.4683053040103493,181,256,741,155,aggregate
