playlist,support,threshold,precision,recall,f1,tp,fp,tn,fn,fold
Riddim - 4s,19,0.10999999940395355,0.17857142857142858,0.2631578947368421,0.2127659574468085,5,23,369,14,2
Riddim - 8s,3,0.05999999865889549,0.0,0.0,0.0,0,8,400,3,2
Clubstep,9,0.5,0.0,0.0,0.0,0,0,402,9,2
Deadly Dubstep,27,0.15000000596046448,0.32727272727272727,0.6666666666666666,0.43902439024390244,18,37,347,9,2
Dubstep,84,0.20000000298023224,0.2932330827067669,0.4642857142857143,0.3594470046082949,39,94,233,45,2
Funkstep,44,0.12999999523162842,0.2826086956521739,0.29545454545454547,0.2888888888888889,13,33,334,31,2
Headbanger,58,0.17000000178813934,0.2978723404255319,0.7241379310344828,0.42211055276381904,42,99,254,16,2
Jazzstep,38,0.09000000357627869,0.21153846153846154,0.5789473684210527,0.30985915492957744,22,82,291,16,2
Metalstep,18,0.27000001072883606,0.0,0.0,0.0,0,1,392,18,2
Wubzstep,100,0.4000000059604645,0.5285714285714286,0.37,0.4352941176470588,37,33,278,63,2
Riddim - High Hat,18,0.5,0.8571428571428571,0.3333333333333333,0.48,6,1,392,12,3
Riddim - Deep Dub,18,0.5,0.0,0.0,0.0,0,0,393,18,3
Riddim - Vocals,25,0.05000000074505806,0.0718562874251497,0.96,0.13370473537604458,24,310,76,1,3
Riddim - Chill,49,0.20000000298023224,0.5925925925925926,0.32653061224489793,0.42105263157894735,16,11,351,33,3
Riddim - GWN/BT Style,19,0.10999999940395355,0.631578947368421,0.631578947368421,0.631578947368421,12,7,385,7,3
Riddim - Wubz,20,0.07999999821186066,0.12222222222222222,0.55,0.19999999999999998,11,79,312,9,3
Riddim - Medium,88,0.5,0.5131578947368421,0.4431818181818182,0.47560975609756095,39,37,286,49,3
Riddim - Womps,47,0.18000000715255737,0.32608695652173914,0.3191489361702128,0.3225806451612903,15,31,333,32,3
Riddim - Heavy,22,0.30000001192092896,0.26,0.5909090909090909,0.36111111111111116,13,37,352,9,3
Riddim - 4s,19,0.09000000357627869,0.11428571428571428,0.42105263157894735,0.17977528089887637,8,62,330,11,3
Riddim - 8s,10,0.5,0.0,0.0,0.0,0,0,401,10,3
Clubstep,11,0.5,0.0,0.0,0.0,0,0,400,11,3
Deadly Dubstep,19,0.23999999463558197,0.17333333333333334,0.6842105263157895,0.2765957446808511,13,62,330,6,3
Dubstep,78,0.11999999731779099,0.26666666666666666,0.717948717948718,0.38888888888888884,56,154,179,22,3
Funkstep,45,0.10000000149011612,0.21505376344086022,0.4444444444444444,0.28985507246376807,20,73,293,25,3
Headbanger,55,0.5,0.5675675675675675,0.38181818181818183,0.4565217391304348,21,16,340,34,3
Jazzstep,40,0.07999999821186066,0.3125,0.375,0.3409090909090909,15,33,338,25,3
Metalstep,14,0.25999999046325684,0.18181818181818182,0.14285714285714285,0.16,2,9,388,12,3
Wubzstep,96,0.1599999964237213,0.3888888888888889,0.7291666666666666,0.5072463768115942,70,110,205,26,3
Riddim - High Hat,56,0.41333332161108655,0.8666666666666667,0.23214285714285715,0.3661971830985915,13,2,1176,43,aggregate
Riddim - Deep Dub,41,0.39666666587193805,0.6,0.07317073170731707,0.13043478260869565,3,2,1191,38,aggregate
Riddim - Vocals,83,0.11666666592160861,0.06860706860706861,0.39759036144578314,0.11702127659574468,33,448,703,50,aggregate
Riddim - Chill,140,0.20000000298023224,0.5614035087719298,0.22857142857142856,0.32487309644670054,32,25,1069,108,aggregate
Riddim - GWN/BT Style,61,0.07999999945362408,0.23076923076923078,0.5409836065573771,0.32352941176470595,33,110,1063,28,aggregate
Riddim - Wubz,63,0.1600000001490116,0.14388489208633093,0.31746031746031744,0.198019801980198,20,119,1052,43,aggregate
Riddim - Medium,287,0.41333333651224774,0.45426829268292684,0.519163763066202,0.48455284552845523,149,179,768,138,aggregate
Riddim - Womps,138,0.1699999993046125,0.19011406844106463,0.36231884057971014,0.24937655860349126,50,213,883,88,aggregate
Riddim - Heavy,77,0.29333333671092987,0.22105263157894736,0.5454545454545454,0.31460674157303364,42,148,1009,35,aggregate
Riddim - 4s,58,0.11999999980131786,0.15178571428571427,0.29310344827586204,0.19999999999999998,17,95,1081,41,aggregate
Riddim - 8s,20,0.3533333328862985,0.0,0.0,0.0,0,8,1206,20,aggregate
Clubstep,26,0.5,0.0,0.0,0.0,0,0,1208,26,aggregate
Deadly Dubstep,73,0.24333333472410837,0.24025974025974026,0.5068493150684932,0.32599118942731276,37,117,1044,36,aggregate
Dubstep,233,0.16333333402872086,0.2730560578661845,0.648068669527897,0.38422391857506366,151,402,599,82,aggregate
Funkstep,124,0.11666666467984517,0.23626373626373626,0.3467741935483871,0.281045751633987,43,139,971,81,aggregate
Headbanger,167,0.40333334108193714,0.34854771784232363,0.5029940119760479,0.4117647058823529,84,157,910,83,aggregate
Jazzstep,103,0.11333333452542622,0.24468085106382978,0.44660194174757284,0.3161512027491409,46,142,989,57,aggregate
Metalstep,59,0.25,0.3333333333333333,0.11864406779661017,0.175,7,14,1161,52,aggregate
Wubzstep,306,0.24666666984558105,0.42891566265060244,0.5816993464052288,0.49375866851595007,178,237,691,128,aggregate
