playlist,support,threshold,precision,recall,f1,tp,fp,tn,fn,fold
Riddim - Vocals,30,0.550000011920929,0.06172839506172839,0.3333333333333333,0.10416666666666666,10,152,262,20,2
Riddim - Chill,49,0.6299999952316284,0.3695652173913043,0.3469387755102041,0.3578947368421052,17,29,366,32,2
Riddim - GWN/BT Style,20,0.4399999976158142,0.13131313131313133,0.65,0.2184873949579832,13,86,338,7,2
Riddim - Wubz,27,0.7300000190734863,0.3333333333333333,0.18518518518518517,0.23809523809523808,5,10,407,22,2
Riddim - Medium,101,0.5,0.3025830258302583,0.8118811881188119,0.44086021505376344,82,189,154,19,2
Riddim - Womps,49,0.4399999976158142,0.18128654970760233,0.6326530612244898,0.2818181818181818,31,140,255,18,2
Riddim - Heavy,33,0.8999999761581421,0.5454545454545454,0.36363636363636365,0.43636363636363634,12,10,401,21,2
Riddim - 4s,20,0.6299999952316284,0.16666666666666666,0.65,0.2653061224489796,13,65,359,7,2
Riddim - 8s,4,0.33000001311302185,0.02185792349726776,1.0,0.0427807486631016,4,179,261,0,2
Clubstep,18,0.41999998688697815,0.08620689655172414,0.2777777777777778,0.13157894736842107,5,53,373,13,2
Deadly Dubstep,31,0.8700000047683716,0.4411764705882353,0.4838709677419355,0.4615384615384615,15,19,394,16,2
Dubstep,87,0.550000011920929,0.3037974683544304,0.5517241379310345,0.39183673469387753,48,110,247,39,2
Funkstep,43,0.6100000143051147,0.3235294117647059,0.2558139534883721,0.28571428571428575,11,23,378,32,2
Headbanger,66,0.8999999761581421,0.4634146341463415,0.2878787878787879,0.3551401869158879,19,22,356,47,2
Jazzstep,44,0.800000011920929,0.625,0.11363636363636363,0.1923076923076923,5,3,397,39,2
Metalstep,26,0.8999999761581421,0.5714285714285714,0.15384615384615385,0.24242424242424246,4,3,415,22,2
Wubzstep,97,0.23999999463558197,0.2610062893081761,0.8556701030927835,0.4,83,235,112,14,2
Riddim - High Hat,21,0.7699999809265137,0.5416666666666666,0.6190476190476191,0.5777777777777778,13,11,412,8,3
Riddim - Deep Dub,15,0.6899999976158142,0.22580645161290322,0.4666666666666667,0.3043478260869565,7,24,405,8,3
Riddim - Vocals,30,0.7599999904632568,0.3,0.1,0.15,3,7,407,27,3
Riddim - Chill,44,0.4099999964237213,0.2,0.6363636363636364,0.30434782608695654,28,112,288,16,3
Riddim - GWN/BT Style,18,0.7300000190734863,0.7142857142857143,0.2777777777777778,0.4,5,2,424,13,3
Riddim - Wubz,26,0.41999998688697815,0.13114754098360656,0.9230769230769231,0.22966507177033496,24,159,259,2,3
Riddim - Medium,105,0.6000000238418579,0.4319526627218935,0.6952380952380952,0.5328467153284672,73,96,243,32,3
Riddim - Womps,50,0.5400000214576721,0.2840909090909091,0.5,0.36231884057971014,25,63,331,25,3
Riddim - Heavy,21,0.7099999785423279,0.2564102564102564,0.47619047619047616,0.3333333333333333,10,29,394,11,3
Riddim - 4s,22,0.800000011920929,0.4,0.09090909090909091,0.14814814814814814,2,3,419,20,3
Riddim - 8s,9,0.5,0.047058823529411764,0.4444444444444444,0.0851063829787234,4,81,354,5,3
Clubstep,13,0.5,0.05434782608695652,0.38461538461538464,0.09523809523809523,5,87,344,8,3
Deadly Dubstep,21,0.6299999952316284,0.18840579710144928,0.6190476190476191,0.2888888888888889,13,56,367,8,3
Dubstep,86,0.4099999964237213,0.27906976744186046,0.6976744186046512,0.398671096345515,60,155,203,26,3
Funkstep,46,0.5,0.18435754189944134,0.717391304347826,0.29333333333333333,33,146,252,13,3
Headbanger,59,0.8399999737739563,0.625,0.1694915254237288,0.26666666666666666,10,6,379,49,3
Jazzstep,35,0.6100000143051147,0.2777777777777778,0.2857142857142857,0.28169014084507044,10,26,383,25,3
Metalstep,15,0.7099999785423279,0.25,0.2,0.22222222222222224,3,9,420,12,3
Wubzstep,112,0.4300000071525574,0.47651006711409394,0.6339285714285714,0.5440613026819924,71,78,254,41,3
Riddim - High Hat,63,0.6133333345254263,0.5263157894736842,0.47619047619047616,0.5,30,27,1243,33,aggregate
Riddim - Deep Dub,50,0.5100000003973643,0.28205128205128205,0.66,0.39520958083832336,33,84,1199,17,aggregate
Riddim - Vocals,90,0.6933333277702332,0.0748663101604278,0.15555555555555556,0.10108303249097472,14,173,1070,76,aggregate
Riddim - Chill,143,0.5166666607062022,0.27459016393442626,0.46853146853146854,0.34625322997416025,67,177,1013,76,aggregate
Riddim - GWN/BT Style,61,0.5766666730244955,0.20161290322580644,0.4098360655737705,0.27027027027027023,25,99,1173,36,aggregate
Riddim - Wubz,72,0.5300000011920929,0.11143695014662756,0.5277777777777778,0.1840193704600484,38,303,958,34,aggregate
Riddim - Medium,311,0.6033333341280619,0.38422818791946306,0.7363344051446945,0.5049614112458654,229,367,655,82,aggregate
Riddim - Womps,150,0.54666668176651,0.24367088607594936,0.5133333333333333,0.33047210300429186,77,239,944,73,aggregate
Riddim - Heavy,77,0.853333314259847,0.38372093023255816,0.42857142857142855,0.40490797546012264,33,53,1203,44,aggregate
Riddim - 4s,58,0.7299999992052714,0.15966386554621848,0.3275862068965517,0.21468926553672316,19,100,1175,39,aggregate
Riddim - 8s,20,0.523333340883255,0.028169014084507043,0.4,0.05263157894736842,8,276,1037,12,aggregate
Clubstep,51,0.47333332896232605,0.09852216748768473,0.39215686274509803,0.15748031496062995,20,183,1099,31,aggregate
Deadly Dubstep,73,0.8066666722297668,0.2676056338028169,0.5205479452054794,0.3534883720930232,38,104,1156,35,aggregate
Dubstep,255,0.5333333313465118,0.2944915254237288,0.5450980392156862,0.38239339752407153,139,333,745,116,aggregate
Funkstep,126,0.5900000135103861,0.22131147540983606,0.42857142857142855,0.2918918918918919,54,190,1017,72,aggregate
Headbanger,170,0.8699999849001566,0.38461538461538464,0.3235294117647059,0.3514376996805112,55,88,1075,115,aggregate
Jazzstep,109,0.7200000087420145,0.3389830508474576,0.1834862385321101,0.2380952380952381,20,39,1185,89,aggregate
Metalstep,61,0.8366666436195374,0.37142857142857144,0.21311475409836064,0.2708333333333333,13,22,1250,48,aggregate
Wubzstep,336,0.2966666668653488,0.35153129161118507,0.7857142857142857,0.4857405703771849,264,487,510,72,aggregate
