playlist,support,threshold,precision,recall,f1,tp,fp,tn,fn,fold
Riddim - Medium,97,0.3100000023841858,0.41818181818181815,0.4742268041237113,0.4444444444444444,46,64,250,51,2
Riddim - Womps,45,0.07999999821186066,0.11083743842364532,1.0,0.19955654101995568,45,361,5,0,2
Riddim - Heavy,26,0.07999999821186066,0.2328767123287671,0.6538461538461539,0.3434343434343435,17,56,329,9,2
Riddim - 4s,19,0.05999999865889549,0.22727272727272727,0.5263157894736842,0.31746031746031744,10,34,358,9,2
Riddim - 8s,3,0.5,0.0,0.0,0.0,0,0,408,3,2
Clubstep,9,0.5,0.0,0.0,0.0,0,0,402,9,2
Deadly Dubstep,27,0.07999999821186066,0.25,0.5555555555555556,0.3448275862068966,15,45,339,12,2
Dubstep,84,0.12999999523162842,0.23741007194244604,0.7857142857142857,0.36464088397790057,66,212,115,18,2
Funkstep,44,0.10999999940395355,0.16981132075471697,0.20454545454545456,0.18556701030927836,9,44,323,35,2
Headbanger,58,0.18000000715255737,0.3645833333333333,0.603448275862069,0.4545454545454546,35,61,292,23,2
Jazzstep,38,0.09000000357627869,0.17391304347826086,0.10526315789473684,0.13114754098360656,4,19,354,34,2
Metalstep,18,0.05000000074505806,0.06504065040650407,0.8888888888888888,0.12121212121212123,16,230,163,2,2
Wubzstep,100,0.23000000417232513,0.4,0.5,0.4444444444444445,50,75,236,50,2
Riddim - High Hat,18,0.5,0.0,0.0,0.0,0,0,393,18,3
Riddim - Deep Dub,18,0.05999999865889549,0.07526881720430108,0.7777777777777778,0.1372549019607843,14,172,221,4,3
Riddim - Vocals,25,0.10000000149011612,0.014285714285714285,0.04,0.02105263157894737,1,69,317,24,3
Riddim - Chill,49,0.11999999731779099,0.125,0.46938775510204084,0.19742489270386265,23,161,201,26,3
Riddim - GWN/BT Style,19,0.07999999821186066,0.06382978723404255,0.3157894736842105,0.10619469026548671,6,88,304,13,3
Riddim - Wubz,20,0.07000000029802322,0.1282051282051282,0.5,0.2040816326530612,10,68,323,10,3
Riddim - Medium,88,0.20999999344348907,0.22686567164179106,0.8636363636363636,0.35933806146572106,76,259,64,12,3
Riddim - Womps,47,0.11999999731779099,0.16666666666666666,0.3617021276595745,0.22818791946308725,17,85,279,30,3
Riddim - Heavy,22,0.07000000029802322,0.05172413793103448,0.9545454545454546,0.09813084112149532,21,385,4,1,3
Riddim - 4s,19,0.07999999821186066,0.0,0.0,0.0,0,26,366,19,3
Riddim - 8s,10,0.07999999821186066,0.037037037037037035,0.7,0.07035175879396985,7,182,219,3,3
Clubstep,11,0.10000000149011612,0.021505376344086023,0.18181818181818182,0.03846153846153846,2,91,309,9,3
Deadly Dubstep,19,0.09000000357627869,0.04699738903394256,0.9473684210526315,0.08955223880597016,18,365,27,1,3
Dubstep,78,0.15000000596046448,0.1902439024390244,1.0,0.319672131147541,78,332,1,0,3
Funkstep,45,0.18000000715255737,0.0,0.0,0.0,0,0,366,45,3
Headbanger,55,0.11999999731779099,0.13032581453634084,0.9454545454545454,0.22907488986784139,52,347,9,3,3
Jazzstep,40,0.10000000149011612,0.09574468085106383,0.45,0.15789473684210525,18,170,201,22,3
Metalstep,14,0.05999999865889549,0.0340632603406326,1.0,0.06588235294117648,14,397,0,0,3
Wubzstep,96,0.23999999463558197,0.33014354066985646,0.71875,0.4524590163934426,69,140,175,27,3
Riddim - High Hat,56,0.39666666587193805,0.42857142857142855,0.05357142857142857,0.09523809523809523,3,4,1174,53,aggregate
Riddim - Deep Dub,41,0.20333333313465118,0.07960199004975124,0.3902439024390244,0.1322314049586777,16,185,1008,25,aggregate
Riddim - Vocals,83,0.07666666681567828,0.06511627906976744,0.3373493975903614,0.10916179337231968,28,402,749,55,aggregate
Riddim - Chill,140,0.10666666428248088,0.11276948590381426,0.4857142857142857,0.18304172274562583,68,535,559,72,aggregate
Riddim - GWN/BT Style,61,0.20999999965230623,0.06896551724137931,0.16393442622950818,0.0970873786407767,10,135,1038,51,aggregate
Riddim - Wubz,63,0.2166666661699613,0.09482758620689655,0.1746031746031746,0.1229050279329609,11,105,1066,52,aggregate
Riddim - Medium,287,0.2799999962250392,0.3038194444444444,0.6097560975609756,0.4055619930475086,175,401,546,112,aggregate
Riddim - Womps,138,0.10999999692042668,0.12224108658743633,0.5217391304347826,0.19807427785419532,72,517,579,66,aggregate
Riddim - Heavy,77,0.08666666597127914,0.09848484848484848,0.6753246753246753,0.171900826446281,52,476,681,25,aggregate
Riddim - 4s,58,0.06333333253860474,0.0995850622406639,0.41379310344827586,0.16053511705685616,24,217,959,34,aggregate
Riddim - 8s,20,0.35999999940395355,0.037037037037037035,0.35,0.06698564593301434,7,182,1032,13,aggregate
Clubstep,26,0.36666666716337204,0.021505376344086023,0.07692307692307693,0.03361344537815126,2,91,1117,24,aggregate
Deadly Dubstep,73,0.08666666845480601,0.09057971014492754,0.684931506849315,0.16,50,502,659,23,aggregate
Dubstep,233,0.1933333377043406,0.2225,0.7639484978540773,0.3446272991287512,178,622,379,55,aggregate
Funkstep,124,0.13666666795810065,0.1623931623931624,0.1532258064516129,0.15767634854771787,19,98,1012,105,aggregate
Headbanger,167,0.17666666954755783,0.19629057187017002,0.7604790419161677,0.312039312039312,127,520,547,40,aggregate
Jazzstep,103,0.10000000149011612,0.10967741935483871,0.3300970873786408,0.1646489104116223,34,276,855,69,aggregate
Metalstep,59,0.05333333338300387,0.049429657794676805,0.6610169491525424,0.09198113207547169,39,750,425,20,aggregate
Wubzstep,306,0.20666666825612387,0.3386327503974563,0.696078431372549,0.4556149732620321,213,416,512,93,aggregate
